OCCUPATION,IF_OCCUPATION_HAZARDOUS,GENDER,AGE,STATE_OF_PROPOSAL
CIVILSERVANT,N,M,43,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
SOLDIER,Y,M,58,DRAFT
BANKING,N,M,31,DRAFT
SHIPREPAIROFFICER,Y,M,33,DRAFT
NURSING,N,F,36,DRAFT
BUSINESSMAN/WOMAN,N,M,44,DRAFT
SELFEMPLOYED,N,M,55,AUTHORIZED
TEACHER,N,F,64,AUTHORIZED
SALESREPRESENTATIVE,N,F,30,DRAFT
SECRETARY,N,F,31,DRAFT
SALESREPRESENTATIVE,N,M,28,DRAFT
NURSING,N,F,31,DRAFT
TEACHER,N,M,38,DRAFT
ACCOUNTANT,N,M,53,DRAFT
STUDENT,N,M,28,DRAFT
NURSING,N,F,30,DRAFT
PHYSIOTHERAPY,N,F,28,DRAFT
DRIVINGINSTRUCTOR,Y,M,36,DRAFT
SALESREPRESENTATIVE,N,M,42,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
SECRETARY,N,F,55,DRAFT
BUSINESSMAN/WOMAN,N,F,48,AUTHORIZED
TEACHER,N,F,29,AUTHORIZED
TEACHER,N,F,63,DRAFT
DRIVINGINSTRUCTOR,Y,M,40,DRAFT
TEACHER,N,M,37,AUTHORIZED
CIVILSERVANT,N,M,51,DRAFT
BUSINESSMAN/WOMAN,N,M,38,DRAFT
SELFEMPLOYED,N,F,53,DRAFT
NURSING,N,M,31,DRAFT
TEACHER,N,M,32,DRAFT
BUSINESSMAN/WOMAN,N,F,65,DRAFT
BUSINESSMAN/WOMAN,N,M,33,DRAFT
NURSING,N,M,35,DRAFT
BANKING,N,M,33,DRAFT
MECHANIC,Y,M,35,DRAFT
SELFEMPLOYED,N,F,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,62,DRAFT
SHIPREPAIROFFICER,Y,F,37,DRAFT
BUSINESSMAN/WOMAN,N,M,33,DRAFT
TRADER,N,F,40,DRAFT
BUSINESSMAN/WOMAN,N,M,35,DRAFT
SELFEMPLOYED,N,M,57,DRAFT
HEALTHWORKER,N,M,38,DRAFT
TEACHER,N,M,55,DRAFT
SHOPPINGMALLATTENDANT,N,M,37,DRAFT
TEACHER,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
TEACHER,N,M,48,DRAFT
LABOURER,Y,F,41,DRAFT
SEAMSTRESS/TAILORING,N,F,53,DRAFT
TEACHER,N,M,45,DRAFT
BANKING,N,M,49,DRAFT
SECURITYFORCE,Y,M,58,DRAFT
PHYSIOTHERAPY,N,M,44,DRAFT
TRADER,N,F,47,DRAFT
NURSING,N,F,34,DRAFT
BUSINESSMAN/WOMAN,N,M,31,DRAFT
SELFEMPLOYED,N,M,35,DRAFT
SELFEMPLOYED,N,M,50,DRAFT
NURSING,N,F,39,DRAFT
SALESREPRESENTATIVE,N,M,34,DRAFT
CIVILSERVANT,N,M,52,DRAFT
LABOURER,Y,M,35,DRAFT
SALESREPRESENTATIVE,N,M,41,DRAFT
TEACHER,N,M,44,DRAFT
STUDENT,N,M,34,DRAFT
SHIPREPAIROFFICER,Y,M,33,DRAFT
TEACHER,N,M,67,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
SECURITYFORCE,Y,M,47,DRAFT
TEACHER,N,M,40,DRAFT
TEACHER,N,F,32,DRAFT
TRADER,N,F,57,DRAFT
TEACHER,N,F,35,DRAFT
SECURITYFORCE,Y,M,35,DRAFT
TEACHER,N,M,45,AUTHORIZED
HEALTHWORKER,N,F,31,DRAFT
NURSING,N,M,27,DRAFT
NURSING,N,F,36,DRAFT
NURSING,N,F,38,DRAFT
NURSING,N,M,34,DRAFT
SALESREPRESENTATIVE,N,M,33,DRAFT
TEACHER,N,F,31,DRAFT
TEACHER,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
TEACHER,N,M,34,DRAFT
PHYSIOTHERAPY,N,F,39,DRAFT
PHYSIOTHERAPY,N,M,27,DRAFT
TEACHER,N,F,30,DRAFT
STUDENT,N,M,29,DRAFT
RECEPTIONIST,N,M,34,DRAFT
TEACHER,N,F,31,DRAFT
TEACHER,N,M,43,DRAFT
TEACHER,N,M,48,DRAFT
NURSING,N,F,41,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
LABTECHNICIAN,Y,M,38,DRAFT
NURSING,N,F,32,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
TEACHER,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
CASHIER,N,M,36,DRAFT
TEACHER,N,F,36,DRAFT
HEALTHWORKER,N,F,58,DRAFT
TEACHER,N,M,41,DRAFT
SELFEMPLOYED,N,F,42,DRAFT
PHYSIOTHERAPY,N,F,30,DRAFT
TEACHER,N,M,34,DRAFT
CIVILSERVANT,N,M,36,DRAFT
PHYSIOTHERAPY,N,F,38,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
PHYSIOTHERAPY,N,M,47,DRAFT
HEALTHWORKER,N,F,39,DRAFT
POLICE,Y,F,46,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,62,DRAFT
BUSINESSMAN/WOMAN,N,F,46,DRAFT
DRIVINGINSTRUCTOR,Y,M,38,AUTHORIZED
TEACHER,N,F,37,DRAFT
TRADER,N,M,39,AUTHORIZED
TEACHER,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
SUPPLIESOFFICER,N,M,41,AUTHORIZED
PHYSIOTHERAPY,N,M,49,DRAFT
SALESREPRESENTATIVE,N,M,36,DRAFT
TRADER,N,M,40,DRAFT
BUILDINGCONTRACTOR,Y,M,39,DRAFT
JOURNALIST,Y,F,35,DRAFT
MANAGINGDIRECTOR,N,F,45,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
PHYSIOTHERAPY,N,F,34,CONVERTED
PHYSIOTHERAPY,N,M,61,DRAFT
BUILDINGCONTRACTOR,Y,M,53,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
SHIPREPAIROFFICER,Y,F,36,DRAFT
BUSINESSMAN/WOMAN,N,M,50,DRAFT
SELFEMPLOYED,N,F,33,DRAFT
PHYSIOTHERAPY,N,M,31,AUTHORIZED
BROADCASTER,N,M,37,DRAFT
RECEPTIONIST,N,F,27,DRAFT
SECURITYFORCE,Y,M,47,DRAFT
PHYSIOTHERAPY,N,M,28,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
DRAFTMANSHIP,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
MECHANIC,Y,M,32,DRAFT
MASON,Y,M,34,DRAFT
ACCOUNTSCLERK,N,M,37,DRAFT
SHOPPINGMALLATTENDANT,N,F,34,DRAFT
TYPIST,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
DRIVINGINSTRUCTOR,Y,M,52,DRAFT
PHYSIOTHERAPY,N,M,54,DRAFT
CARPENTER,Y,M,31,DRAFT
BUILDINGCONTRACTOR,Y,M,34,DRAFT
LABTECHNICIAN,Y,F,36,DRAFT
SALESREPRESENTATIVE,N,M,42,DRAFT
SECURITYFORCE,Y,M,36,DRAFT
NURSING,N,F,60,DRAFT
TEACHER,N,M,34,DRAFT
TEACHER,N,M,37,DRAFT
FASHIONDESIGNER,N,M,51,DRAFT
SELFEMPLOYED,N,F,39,DRAFT
DRIVINGINSTRUCTOR,Y,M,44,DRAFT
ENGINEER,Y,M,32,DRAFT
PHYSIOTHERAPY,N,F,33,DRAFT
CLERK,N,M,33,DRAFT
NURSING,N,F,40,DRAFT
TRADER,N,F,47,DRAFT
BUSINESSMAN/WOMAN,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
COOK,Y,F,32,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
TEACHER,N,M,37,DRAFT
CASHIER,N,F,30,DRAFT
SOLDIER,Y,M,32,DRAFT
NURSING,N,F,30,AUTHORIZED
ENGINEER,Y,M,31,DRAFT
CASHIER,N,F,32,DRAFT
NURSING,N,F,34,DRAFT
TEACHER,N,M,29,DRAFT
SECRETARY,N,F,41,DRAFT
SELFEMPLOYED,N,M,42,DRAFT
TEACHER,N,F,37,DRAFT
NURSING,N,F,31,DRAFT
LABTECHNICIAN,Y,M,43,DRAFT
NURSING,N,F,35,DRAFT
SALESREPRESENTATIVE,N,M,34,DRAFT
NURSING,N,F,33,DRAFT
TEACHER,N,M,37,DRAFT
TEACHER,N,M,33,AUTHORIZED
TEACHER,N,M,33,DRAFT
BANKING,N,F,44,DRAFT
POLICE,Y,M,37,DRAFT
TEACHER,N,F,34,DRAFT
NURSING,N,F,32,DRAFT
STUDENT,N,M,34,DRAFT
FIREOFFICER,Y,M,40,DRAFT
ACCOUNTANT,N,F,35,DRAFT
DRIVINGINSTRUCTOR,Y,M,42,CONVERTED
HEALTHWORKER,N,F,32,DRAFT
TEACHER,N,F,39,DRAFT
NURSING,N,M,36,DRAFT
SHIPREPAIROFFICER,Y,M,37,DRAFT
SECURITYFORCE,Y,M,36,DRAFT
TEACHER,N,F,37,DRAFT
TEACHER,N,F,32,DRAFT
HEALTHWORKER,N,M,53,DRAFT
SHIPREPAIROFFICER,Y,M,38,DRAFT
TEACHER,N,M,36,DRAFT
NURSING,N,F,37,DRAFT
NURSING,N,F,35,DRAFT
SECURITYFORCE,Y,M,32,DRAFT
POLICE,Y,F,33,DRAFT
NURSING,N,F,32,DRAFT
NURSING,N,F,41,DRAFT
SELFEMPLOYED,N,M,38,DRAFT
TEACHER,N,M,31,DRAFT
NURSING,N,F,31,DRAFT
LECTURER,N,M,37,AUTHORIZED
TEACHER,N,F,36,DRAFT
PHYSIOTHERAPY,N,F,33,DRAFT
HEALTHWORKER,N,M,28,AUTHORIZED
NURSING,N,F,27,DRAFT
TEACHER,N,M,31,DRAFT
NURSING,N,F,47,DRAFT
TEACHER,N,F,28,DRAFT
ACCOUNTANT,N,M,33,DRAFT
SECURITYFORCE,Y,M,27,DRAFT
SECRETARY,N,F,32,DRAFT
NURSING,N,F,30,DRAFT
TEACHER,N,F,38,DRAFT
ACCOUNTANT,N,M,32,DRAFT
ENGINEER,Y,M,29,DRAFT
STUDENT,N,F,32,DRAFT
SELFEMPLOYED,N,M,45,DRAFT
TEACHER,N,F,37,DRAFT
SELFEMPLOYED,N,F,57,DRAFT
PHYSIOTHERAPY,N,F,32,DRAFT
NURSING,N,M,32,DRAFT
HR,N,F,40,DRAFT
NURSING,N,F,29,DRAFT
BUSINESSMAN/WOMAN,N,M,39,DRAFT
LABTECHNICIAN,Y,F,28,DRAFT
TEACHER,N,M,30,DRAFT
BUSINESSMAN/WOMAN,N,M,35,DRAFT
NURSING,N,F,33,DRAFT
PHYSIOTHERAPY,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
PHYSIOTHERAPY,N,F,38,DRAFT
SALESREPRESENTATIVE,N,M,33,DRAFT
TEACHER,N,M,35,DRAFT
PHYSIOTHERAPY,N,F,44,DRAFT
REVENUEOFFICER,N,M,66,DRAFT
NURSING,N,M,38,DRAFT
NURSING,N,F,30,DRAFT
BUSINESSMAN/WOMAN,N,M,43,DRAFT
TEACHER,N,F,29,DRAFT
PASTORING,N,M,48,DRAFT
SALESREPRESENTATIVE,N,M,31,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
NURSING,N,M,31,DRAFT
NURSING,N,M,27,DRAFT
SELFEMPLOYED,N,M,33,DRAFT
SELFEMPLOYED,N,F,32,DRAFT
TEACHER,N,M,41,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
NURSING,N,F,30,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
SELFEMPLOYED,N,M,32,DRAFT
ELECTRICIAN,Y,M,40,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
LABTECHNICIAN,Y,F,41,DRAFT
TEACHER,N,M,41,DRAFT
TEACHER,N,F,36,DRAFT
TEACHER,N,F,50,DRAFT
ACCOUNTANT,N,M,32,DRAFT
TEACHER,N,F,32,DRAFT
PHYSIOTHERAPY,N,M,45,DRAFT
TEACHER,N,F,44,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
TEACHER,N,F,39,DRAFT
NURSING,N,M,34,DRAFT
NURSING,N,F,37,DRAFT
PHYSIOTHERAPY,N,M,44,DRAFT
TEACHER,N,F,37,DRAFT
NURSING,N,F,30,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
CATERER,Y,F,35,DRAFT
PHYSIOTHERAPY,N,F,37,DRAFT
NURSING,N,F,37,DRAFT
SECURITYFORCE,Y,M,66,DRAFT
NURSING,N,F,32,DRAFT
TEACHER,N,M,40,DRAFT
TEACHER,N,F,35,DRAFT
PHYSIOTHERAPY,N,F,32,DRAFT
TEACHER,N,M,43,DRAFT
SECRETARY,N,F,36,AUTHORIZED
SECRETARY,N,F,26,DRAFT
TEACHER,N,F,31,DRAFT
PHYSIOTHERAPY,N,F,28,DRAFT
SECURITYFORCE,Y,M,29,DRAFT
TEACHER,N,M,38,DRAFT
PHYSIOTHERAPY,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
SECURITYFORCE,Y,M,31,DRAFT
SECURITYFORCE,Y,M,33,DRAFT
TEACHER,N,M,34,AUTHORIZED
SECURITYFORCE,Y,M,42,DRAFT
SELFEMPLOYED,N,M,35,DRAFT
FOREMAN,N,M,43,DRAFT
NURSING,N,M,39,DRAFT
DRIVINGINSTRUCTOR,Y,M,44,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
BUSINESSMAN/WOMAN,N,M,31,DRAFT
FACTORYWORKER,Y,F,41,DRAFT
NURSING,N,M,37,DRAFT
SELFEMPLOYED,N,M,30,DRAFT
DRIVINGINSTRUCTOR,Y,M,46,DRAFT
SHIPREPAIROFFICER,Y,M,30,DRAFT
BUILDINGCONTRACTOR,Y,M,62,DRAFT
MASON,Y,M,51,DRAFT
ENGINEER,Y,M,43,DRAFT
PHYSIOTHERAPY,N,M,43,DRAFT
CLERK,N,M,39,DRAFT
SECURITYFORCE,Y,M,28,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
FACTORYWORKER,Y,M,39,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
TEACHER,N,F,31,DRAFT
NURSING,N,F,37,DRAFT
SHIPREPAIROFFICER,Y,M,35,DRAFT
MECHANIC,Y,M,49,DRAFT
NURSING,N,F,33,DRAFT
STUDENT,N,M,32,DRAFT
NURSING,N,F,30,DRAFT
STEELBENDER,Y,M,32,DRAFT
CUSTOMERSERVICEOFFICER,N,M,35,DRAFT
DRIVINGINSTRUCTOR,Y,M,55,DRAFT
DRIVINGINSTRUCTOR,Y,M,56,DRAFT
TEACHER,N,F,32,DRAFT
FREIGHTFORWARDER,N,M,43,DRAFT
SELFEMPLOYED,N,M,39,DRAFT
ELECTRICIAN,Y,M,48,DRAFT
BUSINESSMAN/WOMAN,N,M,46,DRAFT
NURSING,N,F,35,DRAFT
DRIVINGINSTRUCTOR,Y,M,36,DRAFT
TEACHER,N,F,43,DRAFT
CIVILIAN,N,M,61,DRAFT
PHYSIOTHERAPY,N,M,47,DRAFT
SALESREPRESENTATIVE,N,M,51,DRAFT
NURSING,N,F,31,DRAFT
NURSING,N,F,46,DRAFT
SELFEMPLOYED,N,M,39,DRAFT
TEACHER,N,M,53,DRAFT
SECURITYFORCE,Y,M,43,DRAFT
CLERK,N,M,42,DRAFT
SELFEMPLOYED,N,F,40,DRAFT
FREIGHTFORWARDER,N,M,38,DRAFT
HEALTHWORKER,N,F,43,DRAFT
FREIGHTFORWARDER,N,M,43,DRAFT
FIREOFFICER,Y,M,37,DRAFT
ACCOUNTSCLERK,N,M,44,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
TEACHER,N,M,42,DRAFT
PHYSIOTHERAPY,N,F,43,DRAFT
TRADER,N,F,61,DRAFT
SECURITYFORCE,Y,M,53,DRAFT
NURSING,N,F,30,DRAFT
ELECTRICIAN,Y,M,40,DRAFT
DRIVINGINSTRUCTOR,Y,M,48,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
CLERK,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
FASHIONDESIGNER,N,F,43,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
PHYSIOTHERAPY,N,F,46,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
BUSINESSMAN/WOMAN,N,M,30,DRAFT
TEACHER,N,M,31,DRAFT
BANKING,N,F,30,DRAFT
SELFEMPLOYED,N,M,39,DRAFT
LABTECHNICIAN,Y,M,37,DRAFT
TEACHER,N,F,31,DRAFT
SECURITYFORCE,Y,F,33,DRAFT
SECURITYFORCE,Y,F,32,DRAFT
FIREOFFICER,Y,M,31,DRAFT
ACCOUNTANT,N,M,30,DRAFT
SELFEMPLOYED,N,M,27,DRAFT
TEACHER,N,M,36,DRAFT
NURSING,N,F,31,AUTHORIZED
TEACHER,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
TEACHER,N,M,37,DRAFT
SALESREPRESENTATIVE,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
DRIVINGINSTRUCTOR,Y,M,63,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
NURSING,N,F,30,DRAFT
TEACHER,N,M,37,DRAFT
PHYSIOTHERAPY,N,M,57,DRAFT
SECURITYFORCE,Y,M,44,DRAFT
TEACHER,N,F,46,DRAFT
NURSING,N,F,71,DRAFT
SECURITYFORCE,Y,F,35,DRAFT
TEACHER,N,M,37,DRAFT
STUDENT,N,M,28,DRAFT
BUSINESSMAN/WOMAN,N,M,34,DRAFT
TEACHER,N,F,40,DRAFT
TEACHER,N,M,33,DRAFT
MARKETINGPERSONEL,N,M,38,DRAFT
ELECTRICIAN,Y,M,33,DRAFT
FASHIONDESIGNER,N,F,33,DRAFT
MARKETINGPERSONEL,N,M,41,DRAFT
PHYSIOTHERAPY,N,F,61,DRAFT
BUSINESSMAN/WOMAN,N,F,43,DRAFT
LABTECHNICIAN,Y,F,44,DRAFT
PHYSIOTHERAPY,N,M,44,DRAFT
TEACHER,N,F,31,DRAFT
SALESREPRESENTATIVE,N,M,34,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
SECURITYFORCE,Y,M,35,DRAFT
TEACHER,N,M,29,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
BUSINESSMAN/WOMAN,N,M,32,DRAFT
PHYSIOTHERAPY,N,M,33,AUTHORIZED
SALESREPRESENTATIVE,N,F,30,DRAFT
TEACHER,N,M,30,DRAFT
REGISTRAR,N,M,36,DRAFT
ADMINISTRATOR,N,M,45,DRAFT
PHYSIOTHERAPY,N,F,51,DRAFT
RECEPTIONIST,N,M,26,DRAFT
MANAGINGDIRECTOR,N,M,39,DRAFT
SECURITYFORCE,Y,M,35,DRAFT
TEACHER,N,F,38,DRAFT
SECURITYFORCE,Y,M,33,DRAFT
TEACHER,N,F,38,DRAFT
HEALTHWORKER,N,F,43,DRAFT
BUSINESSMAN/WOMAN,N,M,33,DRAFT
STUDENT,N,F,30,DRAFT
TRADER,N,F,55,DRAFT
SELFEMPLOYED,N,M,42,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
SECURITYFORCE,Y,M,38,DRAFT
TEACHER,N,M,38,DRAFT
NURSING,N,F,40,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
SECURITYFORCE,Y,M,32,DRAFT
NURSING,N,M,36,DRAFT
SALESREPRESENTATIVE,N,F,34,DRAFT
LABTECHNICIAN,Y,M,35,DRAFT
BUSINESSMAN/WOMAN,N,M,30,DRAFT
RECEPTIONIST,N,F,28,DRAFT
HEALTHWORKER,N,M,29,DRAFT
ENGINEER,Y,M,38,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
RECEPTIONIST,N,M,30,DRAFT
SECRETARY,N,M,55,DRAFT
TEACHER,N,F,34,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
SECRETARY,N,F,41,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
CASHIER,N,F,31,DRAFT
TRADER,N,M,30,DRAFT
SALESREPRESENTATIVE,N,M,35,DRAFT
MASON,Y,M,43,DRAFT
AUDITOR,N,F,41,DRAFT
TEACHER,N,M,30,DRAFT
STUDENT,N,F,36,DRAFT
NURSING,N,F,34,DRAFT
NURSING,N,M,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,48,DRAFT
PHYSIOTHERAPY,N,M,26,DRAFT
TEACHER,N,M,36,DRAFT
CUSTOMSOFFICER,Y,F,33,DRAFT
SECURITYFORCE,Y,M,38,CONVERTED
MARKETINGPERSONEL,N,M,37,DRAFT
SECRETARY,N,F,46,DRAFT
TEACHER,N,F,45,DRAFT
TEACHER,N,M,31,DRAFT
PASTORING,N,M,42,DRAFT
DRIVINGINSTRUCTOR,Y,M,39,DRAFT
BUSINESSMAN/WOMAN,N,M,47,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
TEACHER,N,M,37,DRAFT
SALESREPRESENTATIVE,N,M,29,DRAFT
PHYSIOTHERAPY,N,F,37,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
BANKING,N,M,36,DRAFT
BUSINESSEXECUTIVE,N,M,39,DRAFT
CLERK,N,M,44,DRAFT
PHYSIOTHERAPY,N,M,44,DRAFT
TEACHER,N,F,43,DRAFT
NURSING,N,F,37,DRAFT
PHYSIOTHERAPY,N,F,41,DRAFT
TEACHER,N,F,42,DRAFT
NURSING,N,F,38,DRAFT
CLEANER,N,F,55,DRAFT
SEAMSTRESS/TAILORING,N,F,48,DRAFT
BUSINESSMAN/WOMAN,N,F,33,DRAFT
SECRETARY,N,F,35,DRAFT
TRADER,N,M,50,DRAFT
TRADER,N,F,30,DRAFT
PHYSIOTHERAPY,N,F,34,DRAFT
POLICE,Y,M,33,DRAFT
TEACHER,N,M,38,DRAFT
PHYSIOTHERAPY,N,F,32,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
STUDENT,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
SECURITYFORCE,Y,M,43,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
DRIVINGINSTRUCTOR,Y,M,41,DRAFT
PHYSIOTHERAPY,N,M,47,DRAFT
MECHANIC,Y,M,36,DRAFT
NURSING,N,F,29,DRAFT
MANAGINGDIRECTOR,N,M,42,DRAFT
TRADER,N,M,31,DRAFT
SECURITYFORCE,Y,M,40,DRAFT
CONSTRUCTIONCOMPANY,Y,M,41,DRAFT
SHIPREPAIROFFICER,Y,M,53,DRAFT
TRADER,N,F,66,DRAFT
STUDENT,N,M,33,DRAFT
SECURITYFORCE,Y,M,35,DRAFT
TEACHER,N,M,33,AUTHORIZED
PHYSIOTHERAPY,N,M,38,AUTHORIZED
ACCOUNTANT,N,F,39,DRAFT
PHYSIOTHERAPY,N,M,48,AUTHORIZED
ACCOUNTSCLERK,N,M,37,AUTHORIZED
POLICE,Y,M,40,AUTHORIZED
POLICE,Y,M,34,AUTHORIZED
BUSINESSMAN/WOMAN,N,M,41,CONVERTED
BUSINESSMAN/WOMAN,N,M,32,DRAFT
PHYSIOTHERAPY,N,M,38,AUTHORIZED
SHIPREPAIROFFICER,Y,F,40,DRAFT
ENGINEER,Y,M,35,DRAFT
SOLDIER,Y,M,35,DRAFT
TEACHER,N,F,37,AUTHORIZED
AGRICULTURIST,Y,M,32,AUTHORIZED
TEACHER,N,F,39,DRAFT
BUSINESSMAN/WOMAN,N,M,43,AUTHORIZED
POLICE,Y,M,37,AUTHORIZED
DOCTOR,N,M,33,AUTHORIZED
TEACHER,N,M,47,CONVERTED
PHYSIOTHERAPY,N,M,35,DRAFT
SOLDIER,Y,M,42,AUTHORIZED
ENGINEER,Y,M,44,AUTHORIZED
PHYSIOTHERAPY,N,F,27,CONVERTED
PHYSIOTHERAPY,N,M,31,DRAFT
COOK,Y,M,48,DRAFT
TEACHER,N,M,34,DRAFT
TEACHER,N,M,49,AUTHORIZED
TEACHER,N,F,45,DRAFT
TRADER,N,F,41,DRAFT
ENGINEER,Y,M,40,DRAFT
TEACHER,N,F,40,DRAFT
MECHANIC,Y,M,44,AUTHORIZED
TEACHER,N,M,39,AUTHORIZED
PHYSIOTHERAPY,N,M,46,DRAFT
PHYSIOTHERAPY,N,M,56,AUTHORIZED
PHYSIOTHERAPY,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,49,DRAFT
SALESREPRESENTATIVE,N,F,35,AUTHORIZED
SALESREPRESENTATIVE,N,M,40,DRAFT
CARPENTER,Y,M,48,DRAFT
FASHIONDESIGNER,N,F,41,AUTHORIZED
TEACHER,N,F,38,DRAFT
BANKING,N,F,39,DRAFT
FREIGHTFORWARDER,N,M,42,AUTHORIZED
TEACHER,N,F,32,DRAFT
TRADER,N,F,39,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,39,DRAFT
SALESREPRESENTATIVE,N,F,29,DRAFT
PHYSIOTHERAPY,N,F,30,DRAFT
BANKING,N,M,40,CONVERTED
DRIVINGINSTRUCTOR,Y,M,45,DRAFT
BUSINESSMAN/WOMAN,N,M,40,AUTHORIZED
SECRETARY,N,F,35,DRAFT
TEACHER,N,M,31,DRAFT
TRADER,N,F,27,DRAFT
ELECTRICIAN,Y,M,28,DRAFT
BUSINESSMAN/WOMAN,N,F,38,DRAFT
MASON,Y,M,42,AUTHORIZED
PASTORING,N,M,52,DRAFT
SECRETARY,N,M,31,DRAFT
CLERK,N,M,28,AUTHORIZED
POLICE,Y,F,41,AUTHORIZED
PHYSIOTHERAPY,N,M,44,DRAFT
TEACHER,N,M,31,DRAFT
TEACHER,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,43,DRAFT
TEACHER,N,M,37,DRAFT
SELFEMPLOYED,N,M,37,DRAFT
SECURITYFORCE,Y,M,29,DRAFT
CASHIER,N,F,36,DRAFT
BUSINESSMAN/WOMAN,N,M,35,DRAFT
ARCHITECT,N,M,44,DRAFT
ENGINEER,Y,M,42,DRAFT
PHYSIOTHERAPY,N,M,49,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
TRADER,N,M,46,AUTHORIZED
PHYSIOTHERAPY,N,F,36,DRAFT
BUSINESSMAN/WOMAN,N,M,41,DRAFT
BUSINESSMAN/WOMAN,N,M,41,AUTHORIZED
CUSTOMERSERVICEOFFICER,N,M,31,DRAFT
TEACHER,N,F,33,DRAFT
CARPENTER,Y,M,33,CONVERTED
TEACHER,N,F,34,DRAFT
NURSING,N,M,37,DRAFT
PHYSIOTHERAPY,N,M,43,DRAFT
SELFEMPLOYED,N,M,34,DRAFT
TEACHER,N,M,33,DRAFT
PHYSIOTHERAPY,N,F,34,DRAFT
PHYSIOTHERAPY,N,F,29,DRAFT
DRIVINGINSTRUCTOR,Y,M,44,DRAFT
TEACHER,N,F,31,DRAFT
NURSING,N,M,39,DRAFT
BUSINESSMAN/WOMAN,N,M,38,DRAFT
DRIVINGINSTRUCTOR,Y,M,37,DRAFT
CIVILSERVANT,N,F,37,DRAFT
PHYSIOTHERAPY,N,M,51,AUTHORIZED
SECURITYFORCE,Y,M,30,DRAFT
BANKING,N,M,35,DRAFT
DRIVINGINSTRUCTOR,Y,M,44,DRAFT
